Highest_Charting_Position,Number_of_Times_Charted,Song_Name,Streams,Artist,Artist_Followers,Song_ID,Genre,Release_Date,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration_(ms),Valence,Chord
44,44,"10,000 Hours (with Justin Bieber)",4911749,Dan + Shay,2334615,2wrJq5XKLnmhRXHIAf9xBa,country,10/4/2019,83,0.654,0.63,-4.644,0.0259,0.153,0.111,89.991,167693,0.43,A#/Bb
87,11,You Got It,4907925,Vedo,260236,4lsHZ92XCFOQfzJFBTluk8,hip hop,3/27/2020,79,0.762,0.433,-8.937,0.187,0.143,0.118,122.074,203145,0.394,F
129,14,Quiéreme Mientras Se Pueda,4899440,Manuel Turizo,7909963,34LI7rwi9H8w2S5KTHnv1M,latin,5/1/2020,74,0.793,0.782,-3.945,0.0582,0.447,0.124,143.86,191945,0.81,E
9,28,Party Girl,4878286,StaySolidRocky,150587,5RqR4ZCCKJDcBLIn4sih9l,hip hop,4/21/2020,77,0.728,0.431,-9.966,0.0622,0.749,0.0996,130.022,147800,0.629,F#/Gb
95,1,Drankin N Smokin,7292247,"Future, Lil Uzi Vert",10491105,0k7wmahjkn389wAZdz19Cv,hip hop,11/13/2020,78,0.752,0.658,-6.297,0.342,0.0421,0.0927,151.951,213520,0.387,C
86,19,Be Like That - feat. Swae Lee & Khalid,5929062,Kane Brown,3509653,5f1joOtoMeyppIcJGZQvqJ,country,7/10/2020,79,0.727,0.626,-8.415,0.0726,0.0469,0.126,86.97,191406,0.322,G
74,3,MORE,5602168,"K/DA, Madison Beer, (G)I-DLE, Lexie Liu, Jaira Burns, Seraphine, League of Legends",1245965,6juLaduD4STCUDWT0AYun4,korean,10/28/2020,73,0.66,0.787,-4.592,0.032,0.00257,0.323,142.018,217088,0.199,C#/Db
140,5,Enchule,5561227,Rauw Alejandro,6096559,3ThrfRAmijYU098H9q9tAs,latin,9/18/2020,70,0.763,0.666,-3.316,0.194,0.153,0.301,90.086,185719,0.587,G
153,1,Stripes Like Burberry,5445204,"Future, Lil Uzi Vert",10491105,6lt8iodSkYWEV0ifKCSlfg,hip hop,11/13/2020,56,0.758,0.574,-7.833,0.217,0.216,0.144,144.081,274313,0.706,A
117,4,Papi Chulo,5361669,"Octavian, Skepta",213344,6Juv5N0dNU1imms9c9u1dA,hip hop,3/13/2020,73,0.866,0.563,-6.964,0.108,0.185,0.0889,127.954,161668,0.307,B
20,3,off the table (with The Weeknd),5308945,Ariana Grande,67208170,7E1jVNoWuemqUryI4FxsVD,pop,10/30/2020,67,0.411,0.522,-7.295,0.0981,0.519,0.398,88.332,239949,0.382,C
52,4,Spicy (feat. Post Malone),5303146,Ty Dolla $ign,3866304,5IUtvfNvOyVYZUa6AJFrnP,jazz,10/23/2020,80,0.782,0.51,-5.724,0.0419,0.143,0.115,99.993,143375,0.118,E
124,3,Sweet Melody,5201322,Little Mix,9398941,76Tuo484SLohJakHLnGI3B,pop,11/6/2020,73,0.448,0.824,-4.249,0.057,0.0739,0.113,119.965,213693,0.419,F
144,4,Blueberry Eyes (feat. SUGA of BTS),5158896,MAX,689627,5dn6QANKbf76pANGjMBida,pop,9/15/2020,72,0.746,0.611,-7.034,0.101,0.454,0.133,149.967,172245,0.411,C
168,1,That’s It,5151014,"Future, Lil Uzi Vert",10491105,5n6gBhdEjCuj3obgCoTEFD,hip hop,11/13/2020,64,0.94,0.532,-5.998,0.358,0.12,0.0925,123.043,228796,0.599,B
157,4,Promiscuous,5083648,"Nelly Furtado, Timbaland",2688557,2gam98EZKrF9XuOkU13ApN,latin,1/1/2006,82,0.808,0.97,-6.098,0.0506,0.0569,0.154,114.328,242293,0.868,A#/Bb
22,18,GREECE (feat. Drake),5043665,DJ Khaled,6281829,35RJhm1pEovTBwnNR0zWad,hip hop,7/16/2020,77,0.695,0.343,-10.798,0.0432,0.0743,0.107,85.84,218902,0.229,F
25,3,just like magic,4980571,Ariana Grande,67208170,7Dx9Z6Aon1qPS2N0rHSWTe,pop,10/30/2020,69,0.719,0.607,-5.156,0.165,0.08,0.125,128.006,149900,0.464,G#/Ab
53,15,Still Don't Know My Name,4926802,Labrinth,1685215,6N22FZs2ZhPBYi3b9XPajV,pop,10/4/2019,80,0.316,0.63,-5.963,0.117,0.471,0.205,89.643,153294,0.313,F
32,25,Hasta Que Dios Diga,4899099,"Anuel AA, Bad Bunny",18306226,06s3QtMJVXw1AJX3UfvZG1,latin,5/29/2020,76,0.691,0.765,-4.727,0.111,0.464,0.203,174.021,246000,0.855,G#/Ab
102,46,Get You The Moon (feat. Snøw),4872409,Kina,661863,4ZLzoOkj0MPWrTLvooIuaa,hip hop,10/8/2018,82,0.498,0.235,-16.541,0.188,0.72,0.144,118.917,179080,0.0895,C#/Db
162,4,Moonwalking in Calabasas (feat. Blueface) - Remix,4863053,DDG,486194,7o4gBbTM6UBLkOYPw9xMCz,hip hop,12/2/2020,74,0.928,0.341,-10.196,0.103,0.0614,0.162,129.966,170233,0.745,B
29,4,Forever After All,4746415,Luke Combs,5371000,6IBcOGPsniK3Pso1wHIhew,country,10/23/2020,80,0.487,0.65,-5.195,0.0253,0.191,0.0933,151.964,232533,0.456,C
156,15,SLOW DANCING IN THE DARK,4732343,Joji,4759367,0rKtyWc8bvkriBthvHKY8d,hip hop,10/26/2018,82,0.515,0.479,-7.458,0.0261,0.544,0.191,88.964,209274,0.284,D#/Eb
92,10,Don Don,4731423,"Daddy Yankee, Anuel AA, Kendo Kaponi",23936368,3kml9ZdpT7UYk1ugkjqOzt,latin,9/11/2020,69,0.838,0.819,-4.681,0.211,0.285,0.224,105.027,275893,0.656,F
5,12,my future,4721082,Billie Eilish,47061119,3YUMWmx8EJq0DurfuIwoGh,pop,7/30/2021,80,0.456,0.285,-10.755,0.0979,0.814,0.307,104.89,210005,0.0809,G#/Ab
163,4,Nada,4713873,"Cali Y El Dandee, Danna Paola",3152313,4K8cyoCDovlc4FvtUr2Hfx,latin,8/14/2020,76,0.684,0.808,-2.737,0.061,0.0518,0.0858,173.905,174027,0.712,C
38,2,safety net (feat. Ty Dolla $ign),5798744,Ariana Grande,67208170,14gkWVFMwdxBMyqBw1wmIg,pop,10/30/2020,70,0.552,0.599,-5.75,0.0404,0.0703,0.0986,161.884,208457,0.0916,C#/Db
31,2,shut up,5282490,Ariana Grande,67208170,3ko9jEHNt4O5fjKN65ULJp,pop,10/30/2020,63,0.499,0.462,-5.308,0.0312,0.801,0.0946,127.698,157710,0.599,C
42,2,nasty,5249342,Ariana Grande,67208170,0sci7ppTZFm4mjcH3nu8yO,pop,10/30/2020,69,0.772,0.506,-6.558,0.139,0.0814,0.182,127.894,200733,0.456,F#/Gb
168,1,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),5226940,The Kid LAROI,2238190,13EW51DKru044OJDJ9Bm8o,hip hop,11/6/2020,76,0.779,0.642,-6.321,0.116,0.0383,0.2,82.363,153147,0.388,G#/Ab
49,12,Ayer Me Llamó Mi Ex (feat. Lenny Santos),5220504,KHEA,3198705,6C6mUonH6MNdSg5pw7kOc9,latin,8/20/2020,71,0.752,0.716,-5.2,0.0325,0.254,0.243,117.007,206760,0.553,A#/Bb
119,11,Madrid (feat. Myke Towers),5064484,Maluma,26784251,19OXtYzrJyCrQvTbfukt4H,latin,8/21/2020,73,0.764,0.741,-3.617,0.101,0.239,0.107,170.081,198570,0.802,A
85,12,Caramelo - Remix,5033798,"Ozuna, KAROL G, Myke Towers",29238936,2uu2aGqA2UblCg581Q7l1g,latin,8/17/2020,72,0.754,0.796,-3.743,0.139,0.062,0.204,168.045,233160,0.62,D#/Eb
25,6,Mr. Right Now (feat. Drake),4951481,"21 Savage, Metro Boomin",9949044,4Q34FP1AT7GEl9oLgNtiWj,hip hop,10/2/2020,75,0.647,0.667,-5.563,0.304,0.231,0.133,172.08,193839,0.704,F
41,19,Got It On Me,4924030,Pop Smoke,6852509,25zlnOAzbVoOzIeXSvQFf1,hip hop,7/3/2020,78,0.688,0.647,-7.258,0.19,0.00815,0.095,88.834,164580,0.195,D
49,2,my hair,4896521,Ariana Grande,67208170,6u7gmPOz7pzzaeR9xSBpsR,pop,10/30/2020,66,0.686,0.526,-6.842,0.0374,0.0815,0.144,92.013,158436,0.372,C
59,2,obvious,4865084,Ariana Grande,67208170,0q85C1JiECyYIQthz1posA,pop,10/30/2020,65,0.624,0.672,-5.334,0.106,0.0967,0.155,159.852,146959,0.26,C
30,45,Beautiful People (feat. Khalid),4813796,Ed Sheeran,83337783,4evmHXcjt3bTUHD1cvny97,pop,6/28/2019,79,0.64,0.648,-8.113,0.187,0.124,0.0802,92.977,197867,0.548,F
29,32,Favorito,4787127,Camilo,10580764,0Snbzbd74RLfL0i4nn1vU5,pop,3/26/2020,73,0.611,0.851,-2.982,0.0598,0.229,0.232,178.032,211613,0.823,A
42,30,After Party,4784580,Don Toliver,1606884,527k23H0A4Q0UJN3vGs0Da,hip hop,3/13/2020,80,0.629,0.692,-8.045,0.0376,0.00981,0.603,162.948,167916,0.453,F
51,1,six thirty,10941573,Ariana Grande,67208170,2IKJtXeR5UsaUjZB46fTOK,pop,10/30/2020,63,0.739,0.516,-7.154,0.0539,0.67,0.151,120.109,183874,0.434,C
65,1,love language,9399230,Ariana Grande,67208170,6NYtLvyThMT0oALFdJFdzq,pop,10/30/2020,62,0.688,0.573,-5.03,0.208,0.0686,0.0749,110.034,179861,0.553,A#/Bb
66,1,west side,9397167,Ariana Grande,67208170,1whfVLMKWqAX3uk97VXsNN,pop,10/30/2020,62,0.688,0.455,-8.632,0.199,0.186,0.0794,87.865,132279,0.557,B
146,1,Thriller,5605234,Michael Jackson,19345579,7azo4rpSUh8nXgtonC6Pkq,jazz,9/27/2017,68,0.764,0.887,-3.726,0.0744,0.0816,0.847,118.427,358053,0.72,B
105,26,Dancing With A Stranger (with Normani),5229835,Sam Smith,17097317,6Qs4SXO9dwPj5GKvVOv8Ki,pop,1/11/2019,78,0.741,0.52,-7.513,0.0656,0.45,0.222,102.998,171030,0.347,G#/Ab
91,2,Angeklagt,5226264,Bonez MC,1683006,5eu4Lxm5TlI0tKSTTDWJAT,hip hop,10/29/2020,60,0.658,0.624,-9.155,0.0915,0.171,0.116,181.942,168991,0.314,C#/Db
176,1,Kids Again,5103194,Sam Smith,17097317,1ABS9lKaZ1uXkXCqr9zFO7,pop,10/30/2020,62,0.666,0.726,-2.998,0.0262,0.486,0.0892,128.044,207528,0.468,B
179,1,Highway to Hell,5096618,AC/DC,20110171,2zYzyRzz6pRmhPzyfMEC8s,rock,7/27/1979,83,0.574,0.913,-4.793,0.133,0.061,0.156,115.728,208400,0.423,F#/Gb
38,7,Me Gusta (with Cardi B & Myke Towers),4914412,Anitta,10741972,7e1VoRlNumuEkXlITMHKLE,soul,9/18/2020,72,0.91,0.604,-4.392,0.082,0.448,0.0863,110.075,180788,0.807,F#/Gb
133,8,24 (feat. Lil Baby),4904772,Money Man,345027,0xUvi7wldroBzaZCengPa5,hip hop,8/21/2020,74,0.868,0.638,-7.746,0.0736,0.146,0.0931,126.03,182857,0.459,D
23,27,Relación,4825749,Sech,8766508,35UUpTmrcFXNIVIN26ujXl,latin,9/4/2020,80,0.793,0.771,-3.417,0.0959,0.0337,0.284,171.943,247308,0.835,F
14,6,FRANCHISE (feat. Young Thug & M.I.A.),4821213,Travis Scott,17732077,4jVBIpuOiMj1crqd8LoCrJ,dance music,9/25/2020,74,0.835,0.699,-5.405,0.277,0.00671,0.195,154.981,202795,0.547,G#/Ab
11,4,Bet You Wanna (feat. Cardi B),6846771,BLACKPINK,23848461,7iAgNZdotu40NwtoIWJHFe,korean,10/2/2020,67,0.653,0.662,-6.168,0.162,0.00465,0.0626,111.712,161168,0.674,G
82,8,Wolves (feat. Post Malone),5547002,Big Sean,8673345,33gwZOGJWEZ7dRWPqPxBEZ,hip hop,9/4/2020,79,0.724,0.675,-5.267,0.0867,0.0978,0.351,160.048,199758,0.325,D
88,27,"thank u, next",5079328,Ariana Grande,67208170,3e9HZxeyfWwjeyPAMmWSSQ,pop,2/8/2019,82,0.717,0.653,-5.634,0.0658,0.229,0.101,106.966,207320,0.412,C#/Db
19,28,MAMACITA,5016343,"Black Eyed Peas, Ozuna, J. Rey Soul",5966748,14wf185UxfNbSy8dwt4r4q,hip hop,4/10/2020,74,0.894,0.635,-6.929,0.0473,0.193,0.0823,105.013,249143,0.428,D
137,2,Fake,5010179,"Lauv, Conan Gray",4442273,4Gt2kh3QbAGU6yquOWn4aW,pop,10/13/2020,73,0.703,0.657,-5.363,0.0783,0.139,0.093,82.96,146375,0.455,E
1,27,THE SCOTTS,4941592,"THE SCOTTS, Travis Scott, Kid Cudi",179193,39Yp9wwQiSRIDOvrVg7mbk,hip hop,4/24/2020,79,0.716,0.537,-7.648,0.0514,0.233,0.157,129.979,165978,0.28,C
37,14,Mamichula - con Nicki Nicole,4817969,"Trueno, Bizarrap, Taiu, TATOOL",2172969,0TUW9faHNaBmi89wsYGp9y,latin,7/23/2020,75,0.696,0.678,-5.893,0.0735,0.582,0.134,91.985,219202,0.346,E
172,14,Let Her Go,4765198,Passenger,2819406,0JmiBCpWc1IAc0et7Xm7FL,korean,2/17/2013,75,0.479,0.545,-7.346,0.0688,0.365,0.0963,74.897,252733,0.243,G
26,27,Play Date,4745568,Melanie Martinez,10925614,4DpNNXFMMxQEKl7r0ykkWA,rock,8/14/2015,80,0.68,0.729,-5.077,0.0475,0.612,0.224,123.97,179867,0.446,F
32,23,Lose Somebody,4709053,"Kygo, OneRepublic",7593792,1sgDyuLooyvEML4oHspNza,dance music,5/29/2020,75,0.58,0.586,-6.883,0.0357,0.344,0.0755,147.988,199549,0.507,C#/Db
197,1,Someone Like You,4703672,Adele,28335338,1zwMYTA5nlNjZxYrvBB2pV,jazz,1/24/2011,77,0.556,0.319,-8.251,0.0281,0.893,0.0996,135.187,285240,0.294,A
73,34,It's You,4674658,Ali Gatie,1758300,5DqdesEfbRyOlSS3Tf6c29,hip hop,11/8/2019,81,0.732,0.463,-6.972,0.0287,0.374,0.194,95.971,212607,0.397,B
35,3,Love To Hate Me,5125708,BLACKPINK,23848461,7iKDsPfLT0d5mu2htfMKBZ,korean,10/2/2020,69,0.686,0.64,-5.491,0.159,0.0334,0.0801,162.225,171798,0.597,G#/Ab
165,1,Hate The Way (feat. blackbear),5116071,G-Eazy,4894656,3QGppKBPd9gHOgHJzRbVIw,hip hop,10/16/2020,68,0.569,0.865,-3.844,0.266,0.0673,0.312,82.011,214363,0.361,E
89,9,Bande organisée,5112572,"13 Organisé, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari",249910,205HNJ73cgpC0LAOnuQiWT,hip hop,8/15/2020,72,0.901,0.939,-2.762,0.274,0.117,0.0643,142.948,356347,0.805,F#/Gb
32,3,Crazy Over You,5056387,BLACKPINK,23848461,7qq0EOPW4RRlqdvMBmdd73,korean,10/2/2020,68,0.804,0.633,-6.186,0.0612,0.0371,0.102,115.002,163946,0.67,E
109,2,"Baby, I'm Jealous (feat. Doja Cat)",4870203,Bebe Rexha,6569150,2fTdRdN73RgIgcUZN33dvt,pop,10/9/2020,69,0.737,0.867,-2.259,0.0458,0.0398,0.32,98.05,175873,0.506,B
15,21,TKN (feat. Travis Scott),4752289,ROSALÍA,4769627,4w47S36wQGBhGg073q3nt7,hip hop,5/28/2020,75,0.776,0.509,-6.266,0.467,0.192,0.115,94.634,129371,0.485,C
135,15,El Mismo Aire - con Pablo Alborán,4705484,Camilo,10580764,5EbtodsuLbxrFDH6j5avVS,pop,6/10/2020,75,0.483,0.492,-6.591,0.295,0.603,0.323,144.511,188213,0.66,C
18,34,Yo Perreo Sola,4680447,Bad Bunny,36177712,0SqqAgdovOE24BzxIClpjw,latin,2/29/2020,78,0.86,0.758,-5.16,0.0695,0.021,0.344,97.014,172127,0.453,B
192,1,Let Me Love You Like A Woman,4665053,Lana Del Rey,13697048,1gxdWpeOUBpvB908fiZs4D,pop,3/19/2021,67,0.303,0.249,-11.715,0.111,0.97,0.117,66.932,200661,0.131,C
69,22,DOLLAZ ON MY HEAD (feat. Young Thug),4652712,Gunna,3337982,3nS9a01VvXHQriLqJYwRqG,hip hop,5/22/2020,76,0.825,0.458,-7.47,0.0577,0.114,0.102,145.115,197760,0.161,C
54,29,Elegí (feat. Dímelo Flow),4607003,"Rauw Alejandro, Dalex, Lenny Tavárez",6096559,50ZC4PM7hywH27RcCfViau,latin,3/26/2020,75,0.824,0.631,-2.791,0.0809,0.237,0.0531,171.965,197721,0.678,C
77,34,July,4598766,Noah Cyrus,891555,6J2LdBN97cDWn0MLxYh9HB,pop,5/15/2020,81,0.708,0.186,-8.953,0.042,0.868,0.0779,72.541,156106,0.322,A
93,38,Bruises,4560503,Lewis Capaldi,8388838,4Of7rzpRpV1mWRbhp5rAqG,pop,5/17/2019,80,0.736,0.308,-7.83,0.0677,0.946,0.186,111.202,220492,0.361,E
46,2,You Never Know,5304382,BLACKPINK,23848461,3b7trEcKoglybN5MxGuSaw,korean,8/3/2021,54,0.535,0.434,-5.768,0.0505,0.405,0.253,144.497,229236,0.271,F
12,32,Supalonely,5089970,"BENEE, Gus Dapperton",638337,4nK5YrxbMGZstTLbvj6Gxw,pop,11/15/2019,77,0.863,0.631,-4.689,0.0534,0.305,0.123,128.977,223480,0.817,G
53,2,Glock In My Lap,4947593,"21 Savage, Metro Boomin",9949044,6pcywuOeGGWeOQzdUyti6k,hip hop,10/2/2020,69,0.847,0.733,-6.439,0.16,0.00574,0.151,130.029,193591,0.202,A#/Bb
49,4,Better,4933462,ZAYN,16655692,1dLXLETYiZohIZWnse4ypG,pop,9/25/2020,68,0.637,0.418,-7.137,0.301,0.353,0.131,84.295,174517,0.0807,D
59,3,forget me too (feat. Halsey),4751756,Machine Gun Kelly,3868320,1VSuFS7PahCN3SWbOcQ98m,hip hop,9/25/2020,78,0.654,0.875,-4.845,0.0744,0.000417,0.194,99.975,171621,0.522,C#/Db
110,12,Oh Juliana,4751064,Niack,352402,4xWzZmX4K1yyrdtRfbUvjt,soul,6/30/2020,66,0.799,0.568,-3.089,0.25,0.387,0.0892,129.63,153078,0.963,F#/Gb
81,16,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",4727923,"Feid, J Balvin, Justin Quiles",613348,7lUdbnz7wsv3C9zzf4WHl9,latin,6/26/2020,70,0.793,0.737,-4.731,0.0785,0.0765,0.0747,167.969,333800,0.697,F#/Gb
108,17,No Guidance (feat. Drake),4641393,Chris Brown,14073083,6XHVuErjQ4XNm6nDPVCxVX,hip hop,6/28/2019,80,0.696,0.454,-6.756,0.153,0.123,0.155,92.928,260640,0.136,C#/Db
65,1,Rich Nigga Shit (feat. Young Thug),9129562,"21 Savage, Metro Boomin",9949044,3ruoIF2UnoXdzK8mR61ebq,hip hop,10/2/2020,73,0.825,0.733,-5.625,0.0969,0.349,0.112,97.974,190331,0.62,C#/Db
68,1,Many Men,8675173,"21 Savage, Metro Boomin",9949044,3CDVMejYHnB1SkEEx0T1N4,hip hop,10/2/2020,65,0.635,0.793,-4.333,0.0322,0.000647,0.113,77.594,201856,0.281,A#/Bb
77,1,Slidin,8243488,"21 Savage, Metro Boomin",9949044,7fxSLnklnayJNBIKntXedZ,hip hop,10/2/2020,64,0.774,0.706,-6.494,0.355,0.00163,0.104,152.891,185037,0.382,D
84,1,Outta Time (feat. Drake),7762934,Bryson Tiller,5019909,4SCnCPOUOUXUmCX2uHb3r7,hip hop,10/2/2020,68,0.714,0.582,-7.272,0.0808,0.0129,0.0774,92.819,198822,0.338,F
131,1,My Dawg,6029118,"21 Savage, Metro Boomin",9949044,42Tohunwlh34o0mgxYx5iq,hip hop,10/2/2020,60,0.831,0.532,-5.319,0.301,0.0652,0.464,140.105,181716,0.364,C
138,1,Snitches & Rats (feat. Young Nudy),5846760,"21 Savage, Metro Boomin",9949044,3WaDoMDQRqDdgtCDLxanpN,hip hop,10/2/2020,57,0.821,0.671,-5.893,0.18,0.00843,0.0972,145.953,187773,0.494,A
139,1,Brand New Draco,5841110,"21 Savage, Metro Boomin",9949044,4V9ynsDPwHtdItksqjuRu0,hip hop,10/2/2020,63,0.697,0.709,-6.642,0.298,0.041,0.0886,155.023,202420,0.439,B
153,1,Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix],5550390,Internet Money,412466,5sBplhIrmzA4kQGyIOpmDf,hip hop,9/30/2020,69,0.832,0.549,-8.259,0.0602,0.168,0.11,140.045,181496,0.384,C#/Db
77,2,Your Man,5233336,Joji,4759367,6Vgtvd7I5yopJdBuxqjBd2,hip hop,9/24/2020,68,0.785,0.818,-8.711,0.099,0.624,0.149,117.98,163759,0.0503,G
179,1,No Opp Left Behind,5154955,"21 Savage, Metro Boomin",9949044,50I7FNN2rl2rWiNwGxS146,hip hop,10/2/2020,61,0.823,0.703,-2.691,0.298,0.0161,0.294,178.043,194214,0.26,G#/Ab
106,5,Lets Link,5109038,WhoHeem,25417,6fMzgFFGzWCwiHMzDzNpp5,hip hop,8/20/2020,61,0.839,0.683,-9.232,0.165,0.00667,0.241,120.003,159955,0.522,A#/Bb
190,1,RIP Luv,4915080,"21 Savage, Metro Boomin",9949044,1wGnp7ejkCuXRsehXx0PNP,hip hop,10/2/2020,62,0.63,0.399,-9.869,0.178,0.105,0.234,183.016,214192,0.0657,F
197,1,Steppin On Niggas,4853661,"21 Savage, Metro Boomin",9949044,7FtZFla3ZH6PqsAJ9MvVCM,hip hop,10/2/2020,57,0.849,0.635,-4.068,0.254,0.000608,0.062,89.484,140833,0.798,G
58,4,Gimme Love,7471309,Joji,4759367,2hfoyc7ve6xM4ZEiNIiU1B,hip hop,4/16/2020,69,0.482,0.631,-6.917,0.0986,0.696,0.209,126.576,214558,0.0743,F
97,1,Ew,6936305,Joji,4759367,7xcUWyLh6fIMsYjoVI7NnZ,hip hop,9/25/2020,67,0.48,0.373,-9.297,0.0278,0.804,0.12,114.078,207710,0.0376,A#/Bb
99,2,Daylight,6819838,"Joji, Diplo",4759367,6Ed1q0X8oSKSm4IIhiQbYg,hip hop,8/6/2020,72,0.528,0.749,-7.571,0.0479,0.00488,0.0949,163.944,163906,0.729,G
116,1,Epidemic,6292620,Polo G,4849204,170DNUSnQRp1tGpppF26pA,hip hop,9/25/2020,71,0.616,0.617,-8.431,0.52,0.128,0.177,175.929,177273,0.476,C#/Db
123,1,bloody valentine,6032935,Machine Gun Kelly,3868320,6mADjHs6FXdroPzEGW6KVJ,hip hop,9/25/2020,77,0.533,0.858,-4.212,0.0766,0.00021,0.148,160.057,205159,0.506,D
126,1,MODUS,6013371,Joji,4759367,5SjtAe7xzUgHDtNTmt8zS7,hip hop,9/25/2020,66,0.738,0.533,-7.617,0.0492,0.183,0.115,132.008,207265,0.262,G
145,1,Tick Tock,5547939,Joji,4759367,5E7p95xh9Ul4vZp4LEoJwi,hip hop,9/25/2020,65,0.781,0.613,-5.582,0.0524,0.0399,0.0976,80.53,132215,0.613,E
151,1,Sanctuary,5482390,Joji,4759367,3xaugmCyXrVkrDTXbFkMW3,hip hop,6/14/2019,69,0.552,0.65,-7.199,0.128,0.422,0.372,167.788,180019,0.316,C#/Db
112,5,feel something,5463424,Bea Miller,2396662,7JDWhC422Gtk1Bq0mL3OTC,rock,6/21/2019,75,0.74,0.415,-8.914,0.0707,0.242,0.319,136.029,180161,0.156,C
86,8,Tap In,5220309,Saweetie,1255573,4Hpib09wXgD84w4uwTPnYD,hip hop,6/17/2020,73,0.954,0.696,-7.117,0.204,0.00576,0.0754,100.036,139413,0.432,A#/Bb
171,1,Pretty Boy (feat. Lil Yachty),5141212,Joji,4759367,0f1G5SHFoFC9lO03gHCGVS,hip hop,9/25/2020,66,0.656,0.776,-6.184,0.0672,0.16,0.372,156.049,156759,0.638,F#/Gb
177,1,Afterthought,4977405,"Joji, BENEE",4759367,6zvqq50PL7io0rprbkrYc9,hip hop,9/25/2020,67,0.668,0.547,-8.024,0.0353,0.398,0.0931,83.5,194871,0.192,C#/Db
24,5,Over Now (with The Weeknd),4867620,Calvin Harris,21946934,58AGoOGbwsQMhBbH0eFLRR,dance music,8/28/2020,72,0.612,0.884,-4.113,0.0454,0.0759,0.247,178.043,210795,0.679,E
14,12,Hate The Other Side (with Marshmello & The Kid Laroi),4851997,"Juice WRLD, Polo G",19102888,0ada5XsQGLPUVbmTCkAP49,hip hop,7/10/2020,78,0.701,0.65,-6.313,0.104,0.291,0.112,90.003,160212,0.647,F#/Gb
188,1,drunk face,4834258,Machine Gun Kelly,3868320,3k0YJnqMKRZb8swo86vCkq,hip hop,9/25/2020,72,0.691,0.77,-4.578,0.0367,0.0282,0.497,90.024,143901,0.344,G
76,17,Tak Tiki Tak,4761286,Harry Nach,134339,7gwwt1IaAWwmB7af0AcuBM,latin,7/10/2020,71,0.801,0.579,-4.78,0.0813,0.333,0.172,99.994,212406,0.231,B
26,35,WHATS POPPIN,4745752,Jack Harlow,3828418,2MbdDtCv5LUVjYy9RuGTgC,hip hop,6/24/2020,80,0.904,0.723,-5.224,0.26,0.0631,0.185,145.013,227478,0.835,B
143,7,Money Trees,4632724,"Kendrick Lamar, Jay Rock",17931101,2HbKqm4o0w5wEeEFXm2sD4,hip hop,1/1/2012,75,0.716,0.531,-7.355,0.122,0.0703,0.224,71.994,386907,0.344,G
65,5,Blastoff (feat. Juice Wrld & Trippie Redd),4628159,"Internet Money, Diplo",412466,2rFsFjq0D9JAmc0APpCO6P,hip hop,8/29/2020,70,0.761,0.517,-6.916,0.0927,0.114,0.157,147.912,174730,0.46,F
148,1,September,5329256,"Earth, Wind & Fire",3008916,2grjqo0Frpf2okIBiifQKs,jazz,11/23/1978,80,0.697,0.832,-7.264,0.0298,0.168,0.269,125.926,215093,0.979,A
64,17,Secrets,5178107,"Regard, RAYE",152237,66W1rVTnEv86dIkFhoiElg,dance music,4/24/2020,78,0.848,0.768,-5.386,0.0373,0.0412,0.195,118.961,176767,0.777,F#/Gb
150,13,21,5151406,Polo G,4849204,3JKgcAa7r07ocVWcV8bS0H,hip hop,5/15/2020,80,0.783,0.479,-10.646,0.541,0.149,0.101,176.027,163798,0.533,G
158,1,BXL ZOO,5101640,"Damso, Hamza",3071170,1VBt9dPtYfLnVeKaa6CQPr,hip hop,4/28/2021,62,0.745,0.656,-6.829,0.203,0.0604,0.11,137.997,201333,0.405,B
159,1,DEUX TOILES DE MER,5094137,Damso,3071170,6vw0mOQ5vm3C5RPm7Rvl2w,hip hop,4/28/2021,62,0.521,0.39,-9.726,0.128,0.582,0.112,104.106,315640,0.157,G#/Ab
4,9,exile (feat. Bon Iver),4924533,Taylor Swift,42227614,4pvb0WLRcMtbPGmtejJJ6y,pop,7/24/2020,77,0.298,0.38,-8.426,0.0287,0.778,0.11,75.602,285634,0.152,F#/Gb
10,22,Righteous,4819362,Juice WRLD,19102888,5dOxHHMOFAbG3VH23t0xNm,hip hop,7/10/2020,78,0.706,0.625,-7.426,0.0314,0.0417,0.129,142.948,242181,0.225,C
9,11,Conversations,4805366,Juice WRLD,19102888,4K06PO78fW4mnBVenxGNob,hip hop,7/10/2020,75,0.747,0.622,-5.825,0.0838,0.176,0.151,159.93,181661,0.57,B
181,1,Dolly (with Lil Uzi Vert),4800543,Lil Tecca,4022792,77Xwqkw7VrV8E5FCq9JhO8,hip hop,9/18/2020,63,0.664,0.586,-7.813,0.238,0.212,0.216,88.502,179813,0.589,G
23,21,Chicago Freestyle (feat. Giveon),4799038,Drake,56327031,4wVOKKEHUJxHCFFNUWDn0B,hip hop,5/1/2020,80,0.735,0.449,-7.507,0.347,0.629,0.113,122.947,220488,0.0397,A#/Bb
