Highest_Charting_Position,Number_of_Times_Charted,Song_Name,Streams,Artist,Artist_Followers,Song_ID,Genre,Release_Date,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration_(ms),Valence,Chord
1,8,Beggin',48633449,Måneskin,3377762,3Wrjm47oTz2sjIgck11l5e,rock,12/8/2017,100,0.714,0.8,-4.808,0.0504,0.127,0.359,134.002,211560,0.589,B
2,3,STAY (with Justin Bieber),47248719,The Kid LAROI,2230022,5HCyWlXZPP0y6Gqq8TgA20,hip hop,7/9/2021,99,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,141806,0.478,C#/Db
1,11,good 4 u,40162559,Olivia Rodrigo,6266514,4ZtFanR9U6ndgddUvNcjcG,pop,5/21/2021,99,0.563,0.664,-5.044,0.154,0.335,0.0849,166.928,178147,0.688,A
3,5,Bad Habits,37799456,Ed Sheeran,83293380,6PQ88X9TkUIAUIZJHW2upE,pop,6/25/2021,98,0.808,0.897,-3.712,0.0348,0.0469,0.364,126.026,231041,0.591,B
5,1,INDUSTRY BABY (feat. Jack Harlow),33948454,Lil Nas X,5473565,27NovPIUIRrOZoCHxABJwK,hip hop,7/23/2021,96,0.736,0.704,-7.409,0.0615,0.0203,0.0501,149.995,212000,0.894,D#/Eb
1,18,MONTERO (Call Me By Your Name),30071134,Lil Nas X,5473565,67BtfxlNbhBmCDR2L2l8qd,hip hop,3/31/2021,97,0.61,0.508,-6.682,0.152,0.297,0.384,178.818,137876,0.758,G#/Ab
3,16,Kiss Me More (feat. SZA),29356736,Doja Cat,8640063,748mdHapucXQri7IAO8yFK,pop,4/9/2021,94,0.762,0.701,-3.541,0.0286,0.235,0.123,110.968,208867,0.742,G#/Ab
2,10,Todo De Ti,26951613,Rauw Alejandro,6080597,4fSIb4hdOQ151TILNsSEaF,latin,5/20/2021,95,0.78,0.718,-3.605,0.0506,0.31,0.0932,127.949,199604,0.342,D#/Eb
3,8,Yonaguni,25030128,Bad Bunny,36142273,2JPLbjOn0wPCngEot2STUS,latin,6/4/2021,96,0.644,0.648,-4.601,0.118,0.276,0.135,179.951,206710,0.44,C#/Db
8,10,I WANNA BE YOUR SLAVE,24551591,Måneskin,3377762,4pt5fDVTg5GhEvEtlz9dKk,rock,3/19/2021,95,0.75,0.608,-4.008,0.0387,0.00165,0.178,132.507,173347,0.958,C#/Db
4,43,Levitating (feat. DaBaby),23518010,Dua Lipa,27142474,463CkQjx2Zk1yXoBuierM9,pop,10/1/2020,89,0.702,0.825,-3.787,0.0601,0.00883,0.0674,102.977,203064,0.915,F#/Gb
9,9,Qué Más Pues?,22405111,"J Balvin, Maria Becerra",29051363,6hf0RpxTbOprT5nnwzkk8e,latin,5/28/2021,95,0.891,0.819,-3.964,0.106,0.0261,0.173,101.968,217773,0.768,G#/Ab
5,3,Permission to Dance,22062812,BTS,37106176,0LThjFY2iTtNdd4wviwVV2,korean,7/9/2021,95,0.702,0.741,-5.33,0.0427,0.00544,0.337,124.925,187585,0.646,A
1,19,Peaches (feat. Daniel Caesar & Giveon),20294457,Justin Bieber,48504126,4iJyoBOLtHqaGxP12qzhQI,pop,3/19/2021,94,0.677,0.696,-6.181,0.119,0.321,0.42,90.03,198082,0.464,C
2,10,Butter,19985713,BTS,37106176,2bgTY4UwhfBYhGT4HUYStN,korean,6/4/2021,95,0.759,0.459,-5.187,0.0948,0.00323,0.0906,109.997,164442,0.695,G#/Ab
7,10,traitor,19480679,Olivia Rodrigo,6266514,5CZ40GBx1sQ9agT82CLQCT,pop,5/21/2021,94,0.38,0.339,-7.885,0.0338,0.691,0.12,100.607,229227,0.0849,D#/Eb
3,17,deja vu,18571755,Olivia Rodrigo,6266514,6HU7h9RYOaPRFeh0R3UeAr,pop,5/21/2021,93,0.442,0.612,-7.222,0.112,0.584,0.37,180.917,215507,0.178,D
5,14,Save Your Tears (with Ariana Grande) (Remix),18053141,The Weeknd,35305637,37BZB0z9T8Xu7U3e65qxFy,hip hop,4/23/2021,94,0.65,0.825,-4.645,0.0325,0.0215,0.0936,118.091,191014,0.593,C
14,5,AM Remix,17617965,"Nio Garcia, J Balvin, Bad Bunny",2123734,05bfbizlM5AX6Mf1RRyMho,latin,6/24/2021,93,0.743,0.655,-5.015,0.159,0.114,0.0764,172.031,261335,0.785,F#/Gb
20,7,Need To Know,16908917,Doja Cat,8640063,3Vi5XqYrmQgOYBajMWSvCi,pop,6/25/2021,90,0.664,0.609,-6.509,0.0707,0.304,0.0926,130.041,210560,0.194,C#/Db
19,3,Volando - Remix,16606925,"Mora, Bad Bunny, Sech",151486,0G2zPzWqVjR68iNPmx2TBe,latin,7/8/2021,91,0.659,0.688,-4.649,0.0673,0.207,0.113,153.979,273474,0.632,F#/Gb
22,5,Ain't Shit,16126897,Doja Cat,8640063,5lAnYvAIkSDNXqfo7DyFUm,pop,6/25/2021,90,0.855,0.488,-4.601,0.208,0.506,0.347,124.097,174253,0.619,D#/Eb
1,29,drivers license,15684978,Olivia Rodrigo,6266514,5wANPM4fQCJwkGd4rN57mH,pop,5/21/2021,92,0.561,0.431,-8.81,0.0578,0.768,0.106,143.875,242013,0.137,A#/Bb
24,31,Heat Waves,15089184,Glass Animals,1890510,3USxtqRwSYz57Ewm6wWRMp,pop,8/7/2020,85,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,238805,0.531,B
1,83,Blinding Lights,15011809,The Weeknd,35305637,0VjIjW4GlUZAMYd2vXMi3b,hip hop,3/20/2020,92,0.514,0.73,-5.934,0.0598,0.00146,0.0897,171.005,200040,0.334,C#/Db
12,10,happier,14849078,Olivia Rodrigo,6266514,2tGvwE8GcFKwNdAXMnlbfl,pop,5/21/2021,92,0.395,0.443,-9.72,0.133,0.765,0.0839,168.924,175933,0.338,F#/Gb
27,3,Pepas,14809458,Farruko,10502148,5fwSHlTEWpluwOM0Sxnh5k,latin,6/24/2021,92,0.762,0.766,-3.955,0.0343,0.00776,0.128,130.001,287120,0.442,G
18,3,Motley Crew,14329162,Post Malone,33651775,40uMIn2zJLAQhNXghRjBed,hip hop,7/9/2021,90,0.797,0.631,-3.818,0.0786,0.0904,0.0998,129.915,184213,0.288,D#/Eb
15,23,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,14273637,"Riton, Nightcrawlers",83689,4cG7HUWYHBV6R6tHn1gxrl,dance music,1/15/2021,92,0.824,0.862,-3.424,0.126,0.0076,0.303,122.98,169153,0.801,D
3,28,Astronaut In The Ocean,14174752,Masked Wolf,365975,3Ofmpyhv5UAQ70mENzB277,hip hop,1/6/2021,89,0.778,0.695,-6.865,0.0913,0.175,0.15,149.996,132780,0.472,E
5,21,Leave The Door Open,13963568,"Bruno Mars, Anderson .Paak, Silk Sonic",32574754,7MAibcTli4IisCtbHKrGMh,pop,3/5/2021,92,0.586,0.616,-7.964,0.0324,0.182,0.0927,148.088,242096,0.719,F
32,1,Don't Go Yet,13205250,Camila Cabello,22683756,1058fW9H3fZA6QjYCdOBad,pop,7/23/2021,88,0.666,0.796,-6.967,0.103,0.0492,0.0442,110.108,164842,0.61,A#/Bb
11,10,favorite crime,12818935,Olivia Rodrigo,6266514,5JCoSi02qi3jJeHdZXMmR8,pop,5/21/2021,91,0.369,0.272,-10.497,0.0364,0.866,0.147,172.929,152667,0.218,A
10,15,Pareja Del Año,12572307,"Sebastian Yatra, Myke Towers",16216789,2rCbl9naJYhaxjLsfx88uM,latin,4/16/2021,91,0.715,0.622,-5.102,0.046,0.163,0.0948,80.015,195053,0.808,E
4,83,Watermelon Sugar,11996689,Harry Styles,16112621,6UelLqGlWMcVH1E5c4H7lY,pop,12/13/2019,90,0.548,0.816,-4.209,0.0465,0.122,0.335,95.39,174000,0.557,C
3,16,RAPSTAR,11683383,Polo G,4840346,43PGPuHIlVOc04jrZVh9L6,hip hop,4/9/2021,89,0.789,0.536,-6.862,0.242,0.41,0.129,81.039,165926,0.437,F#/Gb
15,5,You Right,11629418,"Doja Cat, The Weeknd",8640063,0k4d5YPDr1r7FX77VdqWez,pop,6/25/2021,89,0.828,0.621,-6.414,0.0565,0.0164,0.0845,128.986,186173,0.436,G#/Ab
39,3,911 - Remix,11553846,"Sech, Jhay Cortez",8758283,27RSJHEA99Y0Vsow7nA37A,latin,7/9/2021,89,0.816,0.71,-3.728,0.0398,0.165,0.292,93.02,208631,0.784,G
1,39,DÁKITI,11524288,"Bad Bunny, Jhay Cortez",36142273,4MzXwWMhyBbmu6hOcLVD49,latin,11/27/2020,86,0.731,0.573,-10.059,0.0544,0.401,0.113,109.928,205090,0.145,E
41,13,Miénteme,11477024,"TINI, Maria Becerra",2936204,0cOa970mzTWAxKtltpkpLc,latin,4/29/2021,90,0.85,0.541,-4.522,0.0674,0.161,0.286,92.003,165275,0.916,D
17,10,"jealousy, jealousy",11287301,Olivia Rodrigo,6266514,0MMyJUC3WNnFS1lit5pTjk,pop,5/21/2021,90,0.695,0.575,-6.334,0.116,0.198,0.0614,163.929,173160,0.699,A#/Bb
33,6,Poblado - Remix,11283626,"J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",29051363,1WedZeiezCmCEOzLwhx0hV,latin,6/18/2021,89,0.813,0.809,-5.382,0.0846,0.102,0.377,93.005,393280,0.646,D#/Eb
2,49,Dynamite,11196819,BTS,37106176,4saklk6nie3yiGePpBwUoc,korean,11/20/2020,89,0.746,0.765,-4.41,0.0993,0.0112,0.0936,114.044,199054,0.737,F#/Gb
9,39,The Business,10739770,Tiësto,5785065,6f3Slt0GbA2bPZlz0aIFXN,dance music,9/16/2020,90,0.798,0.62,-7.079,0.232,0.414,0.112,120.031,164000,0.235,G#/Ab
46,10,Heartbreak Anthem (with David Guetta & Little Mix),10315460,Galantis,3120157,5K6Ssv4Z3zRvxt0P6EKUAP,dance music,5/20/2021,89,0.595,0.784,-4.878,0.102,0.216,0.0608,124.111,183726,0.479,C#/Db
1,51,Mood (feat. iann dior),10222056,24kGoldn,1274433,4jPy3l0RUwlUI9T5XHBW2m,hip hop,3/26/2021,89,0.701,0.716,-3.671,0.0361,0.174,0.324,91.007,140533,0.732,G
48,3,Entre Nosotros,10215216,"Tiago PZK, LIT killah",375865,6w8yBI2vthyN9UnwO4UBWb,hip hop,7/8/2021,89,0.729,0.513,-6.345,0.0455,0.494,0.137,170.064,192353,0.789,F
29,6,Fiel - Remix,10032746,"Wisin, Jhay Cortez, Anuel AA, Los Legendarios, Myke Towers",6929075,43qcs9NpJhDxtG91zxFkj7,latin,6/15/2021,89,0.839,0.711,-4.733,0.0473,0.398,0.118,97.99,349547,0.573,F#/Gb
19,4,"Nicky Jam: Bzrp Music Sessions, Vol. 41",9799701,"Bizarrap, Nicky Jam",3126961,03LfOYi0icz4souspZVVhq,latin,6/30/2021,88,0.627,0.849,-3.167,0.153,0.0913,0.145,89.907,158087,0.818,C#/Db
19,3,NDA,9635619,Billie Eilish,47014200,38GBNKZUhfBkk3oNlWzRYd,pop,7/30/2021,84,0.765,0.373,-9.921,0.0713,0.341,0.112,85.016,195777,0.554,G#/Ab
40,14,Rasputin,9600707,"Majestic, Boney M.",32178,6FO4K7MrMoYkc5BlpX5LNV,dance music,6/25/2021,49,0.83,0.839,-6.985,0.0699,0.00201,0.0353,128.012,345543,0.59,F#/Gb
52,9,Leave Before You Love Me (with Jonas Brothers),9428494,Marshmello,31541310,4qu63nuBpdn0qHUHuObEj1,dance music,5/21/2021,89,0.721,0.738,-4.77,0.0403,0.00226,0.118,119.976,154983,0.637,G
56,13,Freaks,9319465,Surf Curse,495226,7EkWXAI1wn8Ii883ecd9xr,rock,5/15/2021,89,0.345,0.941,-9.918,0.0466,3.84E-05,0.0511,179.626,147062,0.407,A
31,12,2/Catorce,9086979,"Rauw Alejandro, Mr. Naisgai",6080597,71R8HJxQk5qMiRstrlXN9t,latin,2/14/2021,87,0.54,0.455,-5.988,0.224,0.675,0.12,83.876,212032,0.432,D#/Eb
34,21,Beautiful Mistakes (feat. Megan Thee Stallion),9048966,Maroon 5,32262679,5zFglKYiknIxks8geR8rcL,rock,6/11/2021,88,0.713,0.676,-5.483,0.027,0.0377,0.154,99.048,227395,0.721,A#/Bb
31,15,Run,9017356,OneRepublic,12169108,2UbVnbE5FH6008mAm6Mmgw,rock,5/5/2021,88,0.682,0.72,-8.173,0.0381,0.326,0.148,117.003,169011,0.673,B
46,7,Thot Shit,8977336,Megan Thee Stallion,4787261,5zNW5ARjYhJQJz1AChP33n,hip hop,6/11/2021,88,0.95,0.693,-3.424,0.0898,0.0133,0.173,130.02,184635,0.891,A
26,26,Your Love (9PM),8935418,"ATB, Topic, A7S",291777,5YaskwnGDZFDRipaqzbwQx,dance music,1/15/2021,88,0.669,0.784,-5.603,0.112,0.194,0.115,125.993,150053,0.517,G
9,10,brutal,8881356,Olivia Rodrigo,6266514,6SRsiMl7w1USE4mFqrOhHC,pop,5/21/2021,89,0.672,0.526,-6.446,0.0599,0.0311,0.28,123.999,143747,0.28,E
2,34,Save Your Tears,8843110,The Weeknd,35305637,37BZB0z9T8Xu7U3e65qxFy,hip hop,4/23/2021,94,0.65,0.825,-4.645,0.0325,0.0215,0.0936,118.091,191014,0.593,C
8,24,Heartbreak Anniversary,8832945,Giveon,1398563,3FAJ6O0NOHQV8Mc5Ri6ENp,hip hop,3/27/2020,87,0.449,0.465,-8.964,0.0791,0.524,0.303,89.087,198371,0.543,C
35,48,Sweater Weather,8564017,The Neighbourhood,6662605,2QjOHCTQ1Jl3zawyYOpxh6,rock,4/19/2013,87,0.612,0.807,-2.81,0.0336,0.0495,0.101,124.053,240400,0.398,A#/Bb
69,3,Sobrio,8514480,Maluma,26769304,4HzqWEdAbzcVFDv0pvxV4w,latin,7/8/2021,87,0.762,0.77,-2.758,0.223,0.138,0.15,177.998,201181,0.631,F
12,83,Someone You Loved,8490162,Lewis Capaldi,8384096,7qEHsqek33rTcFNT9PFqLf,pop,5/17/2019,86,0.501,0.405,-5.679,0.0319,0.751,0.105,109.891,182161,0.446,C#/Db
71,1,Over The Top (feat. Drake),8269753,Smiley,26131,3yaYgjEFkRw3PVjW9mV1TO,hip hop,7/23/2021,83,0.833,0.498,-5.196,0.117,0.0493,0.119,139.928,153406,0.259,A#/Bb
72,2,2055,8133401,Sleepy Hallow,408696,4XvcHTUfIlWfyJTRG0aqlo,hip hop,6/2/2021,85,0.829,0.512,-5.865,0.187,0.492,0.12,80.511,123987,0.638,F#/Gb
33,18,EL MAKINON,8102107,"KAROL G, Mariah Angeliq",17775316,2FSGUA0gFgGeQdprjtGM2M,latin,3/26/2021,87,0.635,0.706,-3.224,0.125,0.256,0.108,88.863,209160,0.443,F
74,8,Loco,8093413,"Justin Quiles, Chimbala, Zion & Lennox",2895789,6PDlkWmrq2ZKiUuFt2aQsH,latin,5/13/2021,87,0.77,0.899,-2.981,0.0494,0.222,0.0894,128.05,231604,0.851,G#/Ab
75,4,Love Tonight - Edit,8006336,Shouse,27116,6OufwUcCqo81guU2jAlDVP,dance music,12/14/2017,87,0.727,0.681,-7.114,0.0265,0.00214,0.0861,123.028,241970,0.448,F
12,11,ZITTI E BUONI,7975148,Måneskin,3377762,776AftMmFFAWUIEAb3lHhw,rock,3/19/2021,86,0.625,0.939,-3.115,0.0669,0.00138,0.424,102.999,194787,0.644,E
2,23,telepatía,7912399,Kali Uchis,1999954,6tDDoYIxWvMLTdKpjFkc1B,pop,12/4/2020,88,0.653,0.524,-9.016,0.0502,0.112,0.203,83.97,160191,0.553,B
9,14,Botella Tras Botella,7735223,"Gera MX, Christian Nodal",2043294,2MnLkFqY9Rpg9s3Zv6ZJdK,latin,4/23/2021,87,0.727,0.546,-4.572,0.0437,0.656,0.122,106.891,197333,0.69,C
7,24,Fiel,7717211,"Los Legendarios, Wisin, Jhay Cortez",31488,7Bk0uXKk1uPT0XuQbpFzvs,latin,2/4/2021,88,0.849,0.701,-4.407,0.06,0.407,0.112,98.005,261667,0.505,F#/Gb
1,83,Dance Monkey,7687058,Tones And I,2819593,2XU0oxnq2qxCpomAAuJY8K,pop,10/17/2019,83,0.824,0.588,-6.4,0.0924,0.692,0.149,98.027,209438,0.513,F#/Gb
7,34,WITHOUT YOU,7642130,The Kid LAROI,2230022,27OeeYzk6klgBh83TSvGMA,hip hop,11/6/2020,87,0.662,0.413,-7.357,0.0299,0.213,0.134,93.005,161385,0.467,C
6,21,Wants and Needs (feat. Lil Baby),7637626,Drake,56308172,65OVbaJR5O1RmwOQx0875b,hip hop,3/5/2021,87,0.578,0.449,-6.349,0.286,0.0618,0.119,136.006,192956,0.1,C#/Db
83,2,Bezos I,7516291,Bo Burnham,1042079,0Kdj7nwaYQmvhxnqZaIQuW,pop,6/10/2021,84,0.694,0.948,-5.307,0.0361,0.00936,0.139,115.044,58149,0.705,D
32,28,Goosebumps - Remix,7452633,"Travis Scott, HVME",17719446,5uEYRdEIh9Bo4fpjDd4Na9,dance music,1/15/2021,87,0.841,0.593,-7.846,0.0379,0.418,0.124,124.917,162803,0.808,C#/Db
11,55,Head & Heart (feat. MNEK),7434252,Joel Corry,207547,6cx06DFPPHchuUAcTxznu9,dance music,7/3/2020,87,0.734,0.874,-3.158,0.0662,0.168,0.0489,122.953,166028,0.905,G#/Ab
42,20,BED,7383369,"Joel Corry, RAYE, David Guetta",207547,0siYMEsGrzzzlWLXK5zJfS,dance music,2/26/2021,87,0.671,0.782,-4.593,0.0341,0.0142,0.333,123.989,178088,0.618,F#/Gb
78,8,Iko Iko (My Bestie),7381585,"Justin Wellington, Small Jam",18228,7MC4XR9M9amdmKQr2iDF7i,pop,6/3/2019,87,0.862,0.753,-5.356,0.0625,0.131,0.077,105.039,182857,0.827,F
89,1,Better Believe,7365053,"Belly, The Weeknd, Young Thug",203972,3zs87EV3EZSh2UpiXxT52Y,jazz,7/22/2021,80,0.797,0.573,-7.85,0.319,0.159,0.144,124.995,206629,0.445,C
23,25,Arcade,7353795,Duncan Laurence,287361,1Xi84slp6FryDSCbzq4UCD,pop,3/7/2019,84,0.45,0.329,-12.603,0.0441,0.818,0.135,71.884,183624,0.266,A
55,13,512,7336542,"Mora, Jhay Cortez",151486,5jzEwSyyymBlf1fa1o39T2,latin,2/5/2021,87,0.818,0.673,-7.542,0.148,0.348,0.172,87.961,193636,0.695,E
1,40,positions,7244853,Ariana Grande,67158068,35mvY5S1H3J2QZyna3TFe0,pop,10/30/2020,86,0.737,0.802,-4.771,0.0878,0.468,0.0931,144.015,172325,0.682,C
6,84,Circles,7156162,Post Malone,33651775,21jGcNKet2qwijlDFuPiPb,hip hop,9/6/2019,87,0.695,0.762,-3.497,0.0395,0.192,0.0863,120.042,215280,0.553,C
94,1,Blaues Licht,7084292,"RAF Camora, Bonez MC",1329531,08EPQiLMyGB8GJX2EiVoCM,hip hop,7/16/2021,78,0.819,0.835,-4.899,0.102,0.398,0.252,144.955,144264,0.703,G#/Ab
75,10,Ram Pam Pam,7064003,"Natti Natasha, Becky G",6341942,4DHDIdeayp8xvlyg22wREO,latin,4/20/2021,86,0.908,0.813,-2.749,0.0777,0.305,0.278,97.018,200785,0.924,F
97,3,Woman,6858466,Doja Cat,8640063,6Uj1ctrBOjOas8xZXGqKk4,pop,6/25/2021,86,0.824,0.764,-4.175,0.0854,0.0888,0.117,107.998,172627,0.881,F
60,8,t r a n s p a r e n t s o u l feat. Travis Barker,6853994,WILLOW,1521837,1QL7nSDZCwZMnbisV4KOXt,pop,4/27/2021,85,0.39,0.83,-5.201,0.0563,0.0021,0.156,90.021,168030,0.191,B
99,2,Clash (feat. Stormzy),6825463,Dave,1427540,2oUwMN5VfdGX10XeQJLBBi,hip hop,7/8/2021,79,0.871,0.519,-6.549,0.258,0.313,0.0869,140.013,251733,0.532,D
22,83,Before You Go,6813800,Lewis Capaldi,8384096,2gMXnyrvIjhVBUZwvLZDMP,pop,11/22/2019,83,0.459,0.575,-4.858,0.0573,0.604,0.0885,111.881,215107,0.183,D#/Eb
52,19,Levitating,6799831,Dua Lipa,27142474,463CkQjx2Zk1yXoBuierM9,pop,10/1/2020,89,0.702,0.825,-3.787,0.0601,0.00883,0.0674,102.977,203064,0.915,F#/Gb
85,5,Reckless,6711375,Madison Beer,3363988,5ajjAnNRh8bxFvaVHzpPjh,pop,6/4/2021,86,0.386,0.426,-6.642,0.0363,0.807,0.14,180.104,203385,0.261,D#/Eb
88,83,Believer,6699895,Imagine Dragons,35285425,0pqnGHJpmpxLKifKRmU6WP,rock,6/23/2017,86,0.776,0.78,-4.374,0.128,0.0622,0.081,124.949,204347,0.666,A#/Bb
2,48,"Lemonade (feat. Gunna, Don Toliver & NAV)",6697067,Internet Money,411579,02kDW379Yfd5PzW5A6vuGt,hip hop,8/14/2020,82,0.799,0.66,-6.153,0.079,0.256,0.111,140.04,195429,0.471,C#/Db
45,19,Talking to the Moon,6660319,Bruno Mars,32574754,161DnLWsx1i3u1JT05lzqU,pop,10/5/2010,83,0.523,0.606,-4.754,0.0301,0.512,0.106,145.837,217867,0.065,C#/Db
3,83,Roses - Imanbek Remix,6653690,SAINt JHN,742692,0zLCBJZSiELJf02ucPP9wb,dance music,11/20/2020,72,0.769,0.719,-5.472,0.0474,0.0143,0.359,121.955,176867,0.863,G#/Ab
59,11,Sal y Perrea,6635076,Sech,8758283,5u7twkeask1VIyDeNTElSU,latin,4/15/2021,86,0.786,0.899,-0.515,0.127,0.192,0.299,90.025,216510,0.813,A#/Bb
109,3,Fulanito,6614072,"Becky G, El Alfa",10356559,59L8x0xy8njj75vzVCPMqg,latin,6/3/2021,86,0.93,0.837,-4.632,0.187,0.256,0.239,111.898,158532,0.821,G
46,83,lovely (with Khalid),6569547,Billie Eilish,47014200,0u2P5u6lvoDfwTYjAADbn4,pop,4/19/2018,86,0.351,0.296,-10.109,0.0333,0.934,0.095,115.284,200186,0.12,E
113,3,double take,6539852,dhruv,73211,2CVChktEKBsM6v4IfdFU5k,hip hop,5/24/2019,86,0.663,0.434,-11.177,0.0648,0.828,0.249,109.075,171743,0.225,G#/Ab
9,29,Streets,6502302,Doja Cat,8640063,60ynsPSSKe6O3sfwRnIBRf,pop,11/7/2019,86,0.749,0.463,-8.433,0.0842,0.21,0.338,90.035,226987,0.189,B
80,8,By Your Side (feat. Tom Grennan),6488622,Calvin Harris,21942793,0vR2rIVORmgeKiGIgNT0fV,dance music,6/4/2021,85,0.733,0.96,-3.597,0.0295,0.0514,0.287,124.01,189672,0.811,G
116,3,MORENA,6469500,Luan Santana,5420471,4PQdrXMDHDPl1RczrrlADd,pop,6/17/2021,85,0.526,0.731,-4.662,0.0887,0.18,0.0891,86.959,193221,0.476,B
80,80,Shape of You,6452492,Ed Sheeran,83293380,7qiZfU4dY1lWllzX7mPBI3,pop,3/3/2017,85,0.825,0.652,-3.183,0.0802,0.581,0.0931,95.977,233713,0.931,C#/Db
9,83,Señorita,6317487,"Shawn Mendes, Camila Cabello",33879560,0TK2YIli7K1leLovkQiNik,pop,6/21/2019,82,0.759,0.54,-6.039,0.0287,0.037,0.0945,116.947,190960,0.75,A
99,83,Perfect,6278765,Ed Sheeran,83293380,0tgVpDi06FyKpA1z0VMD4v,pop,3/3/2017,86,0.599,0.448,-6.312,0.0232,0.163,0.106,95.05,263400,0.168,G#/Ab
80,5,2:50 Remix,6244011,"MYA, TINI, Duki",282045,74znaWw1hmQBusGPSOuTFy,latin,6/21/2021,85,0.818,0.812,-4.425,0.0475,0.112,0.234,139.966,231708,0.844,A
2,35,LA NOCHE DE ANOCHE,6242863,"Bad Bunny, ROSALÍA",36142273,2XIc1pqjXV3Cr2BQUGNBck,latin,11/27/2020,86,0.856,0.618,-4.892,0.286,0.0303,0.0866,81.993,203201,0.391,G
1,67,ROCKSTAR (feat. Roddy Ricch),6180056,DaBaby,7593046,7ytR5pFWmSjzHJIeQkgog4,hip hop,4/17/2020,86,0.746,0.69,-7.956,0.164,0.247,0.101,89.977,181733,0.497,B
12,53,Heather,6164795,Conan Gray,3794081,4xqrdfXkTW4T0RauPLv3WA,pop,3/20/2020,86,0.357,0.425,-7.301,0.0333,0.584,0.322,102.078,198040,0.27,F
13,55,you broke me first,6152121,Tate McRae,1647262,45bE4HXI0AwGZXfZtMp8JR,pop,4/17/2020,86,0.667,0.373,-9.389,0.05,0.785,0.0906,124.148,169266,0.0823,E
126,18,The Nights,6136340,Avicii,20270895,0ct6r3EGTcMLPtrXHDvVjc,pop,1/1/2014,85,0.527,0.835,-5.298,0.0433,0.0166,0.249,125.983,176658,0.654,F#/Gb
122,37,Riptide,6089242,Vance Joy,2421254,3JvrhDOgAt6p7K8mDyZwRd,korean,9/9/2014,78,0.484,0.731,-6.694,0.0379,0.431,0.151,101.654,204280,0.51,C#/Db
128,30,Smells Like Teen Spirit,6065267,Nirvana,13261089,5ghIJDpPoe3CfHMGu71E6T,rock,9/26/1991,77,0.502,0.912,-4.556,0.0564,2.55E-05,0.106,116.761,301920,0.72,C#/Db
11,10,enough for you,6040918,Olivia Rodrigo,6266514,2TOzTqQXNmR2zDJXihjZ2e,pop,5/21/2021,86,0.638,0.259,-10.706,0.0898,0.753,0.219,88.485,202827,0.269,G
99,42,Daddy Issues,6014443,The Neighbourhood,6662605,5E30LdtzQTGqRvNd7l6kG5,rock,10/30/2015,85,0.588,0.521,-9.461,0.0329,0.0678,0.123,85.012,260173,0.337,A#/Bb
19,12,Miss The Rage (feat. Playboi Carti),5952490,Trippie Redd,6430522,2BITQ360Knh6qNAOqR7Dyq,hip hop,5/7/2021,85,0.584,0.859,-5.616,0.121,0.0144,0.847,77.005,236883,0.369,G#/Ab
4,83,Memories,5928329,Maroon 5,32262679,4cktbXiXOapiLBMprHFErI,rock,6/11/2021,85,0.775,0.327,-7.241,0.0557,0.841,0.0821,91.05,189486,0.595,B
76,16,Another Love,5914661,Tom Odell,1838616,7otCGmgp9h4CsR2LhwB6gt,pop,9/17/2013,67,0.445,0.537,-8.532,0.04,0.695,0.0941,122.764,244360,0.131,E
135,4,Here's Your Perfect,5912784,Jamie Miller,64288,2aTKrdenCq5qBOoJPFdn4P,jazz,4/30/2021,85,0.558,0.454,-5.335,0.0551,0.499,0.146,113.12,158594,0.424,F#/Gb
108,37,Take Me To Church,5907750,Hozier,4781906,1CS7Sd1u5tWkstBhpssyjP,rock,9/19/2014,74,0.566,0.664,-5.303,0.0464,0.634,0.116,128.945,241693,0.437,E
110,13,Little Bit of Love,5848466,Tom Grennan,261225,2sX7lJXsOYGP1Us6CqM9t1,rock,1/8/2021,80,0.689,0.706,-4.48,0.0312,0.0833,0.105,106.52,226268,0.623,C#/Db
138,4,Ficha Limpa,5847975,Gusttavo Lima,12969190,5SwyN9hzmWjBsINlif8li8,latin,6/19/2021,85,0.774,0.732,-4.227,0.0308,0.108,0.243,135.005,192725,0.734,A
14,25,Up,5845156,Cardi B,17353707,1XXimziG1uhM0eDNCZCrUl,hip hop,2/5/2021,83,0.868,0.795,-6.044,0.269,0.0012,0.0461,166,156945,0.819,B
2,52,Hawái,5769714,Maluma,26769304,0GzuHFG4Ql6DoyxFRnIk3F,latin,11/5/2020,77,0.766,0.788,-3.128,0.312,0.105,0.142,179.984,200482,0.609,F#/Gb
141,1,New Normal,5768653,Khalid,14187747,2CIYemjFXdmCWpJnfbtrD6,pop,7/21/2021,79,0.39,0.534,-9.575,0.0709,0.0807,0.184,92.047,198765,0.244,C
81,81,Bohemian Rhapsody - Remastered 2011,5756583,Queen,35888760,7tFiyTwD0nx5a1eklYtX2J,rock,11/21/1975,74,0.392,0.402,-9.961,0.0536,0.288,0.243,143.883,354320,0.228,C
